0.01,2.9132e-27,3.1752e-27,3.1802e-27,3.2412e-27,3.4714e-27,3.4997e-27,3.6445e-27,3.9165e-27,4.1102e-27,4.3338e-27,4.4513e-27,4.776e-27,4.8234e-27,5.2965e-27,5.3537e-27,5.5585e-27,5.6676e-27,5.7632e-27,6.0259e-27,6.1809e-27,6.2254e-27,6.2405e-27,6.2451e-27,6.4023e-27,6.8466e-27,6.8834e-27,6.8926e-27,7.1359e-27,7.2157e-27,7.2344e-27,7.5836e-27,7.9186e-27,8.3038e-27,8.5239e-27,8.7005e-27,8.767e-27,8.8662e-27,8.9041e-27,8.9158e-27,9.0004e-27,9.4809e-27,9.7057e-27,9.7676e-27,1.0044e-26,1.0076e-26,1.0117e-26,1.0207e-26,1.0501e-26,1.0522e-26,1.0855e-26,1.1104e-26,1.135e-26,1.1477e-26,1.1545e-26,1.2144e-26,1.2362e-26,1.2489e-26,1.2611e-26,1.2637e-26,1.3036e-26,1.3122e-26,1.3124e-26,1.3332e-26,1.3343e-26,1.3442e-26,1.3447e-26,1.3634e-26,1.3648e-26,1.3807e-26,1.3955e-26,1.4149e-26,1.4865e-26,1.5061e-26,1.5076e-26,1.5118e-26,1.529e-26,1.5312e-26,1.5336e-26,1.5511e-26,1.5735e-26,1.5735e-26,1.5967e-26,1.599e-26,1.6259e-26,1.6297e-26,1.6354e-26,1.6635e-26,1.6777e-26,1.6992e-26,1.7e-26,1.7138e-26,1.7161e-26,1.7246e-26,1.7425e-26,1.7444e-26,1.7611e-26,1.775e-26,1.7824e-26,1.8057e-26
0.011482,1.2495e-26,1.3618e-26,1.364e-26,1.3901e-26,1.4889e-26,1.501e-26,1.5631e-26,1.6798e-26,1.7628e-26,1.8588e-26,1.9092e-26,2.0484e-26,2.0687e-26,2.2716e-26,2.2962e-26,2.384e-26,2.4308e-26,2.4718e-26,2.5845e-26,2.6509e-26,2.6701e-26,2.6765e-26,2.6785e-26,2.7459e-26,2.9364e-26,2.9522e-26,2.9562e-26,3.0605e-26,3.0948e-26,3.1028e-26,3.2525e-26,3.3962e-26,3.5615e-26,3.6558e-26,3.7316e-26,3.7601e-26,3.8026e-26,3.8189e-26,3.8239e-26,3.8602e-26,4.0663e-26,4.1627e-26,4.1893e-26,4.308e-26,4.3214e-26,4.339e-26,4.3777e-26,4.5038e-26,4.5129e-26,4.6558e-26,4.7626e-26,4.868e-26,4.9223e-26,4.9514e-26,5.2086e-26,5.3022e-26,5.3563e-26,5.4086e-26,5.4199e-26,5.591e-26,5.6279e-26,5.6289e-26,5.718e-26,5.7228e-26,5.765e-26,5.7675e-26,5.8475e-26,5.8536e-26,5.9217e-26,5.9851e-26,6.0683e-26,6.3757e-26,6.4595e-26,6.4659e-26,6.4839e-26,6.5576e-26,6.5672e-26,6.5776e-26,6.6524e-26,6.7484e-26,6.7486e-26,6.8483e-26,6.8578e-26,6.9733e-26,6.9895e-26,7.0142e-26,7.1346e-26,7.1954e-26,7.2876e-26,7.291e-26,7.3505e-26,7.3604e-26,7.3966e-26,7.4736e-26,7.4817e-26,7.5534e-26,7.6128e-26,7.6448e-26,7.7445e-26
0.013183,5.2551e-26,5.7276e-26,5.7367e-26,5.8467e-26,6.2619e-26,6.3128e-26,6.5741e-26,7.0647e-26,7.4141e-26,7.8175e-26,8.0295e-26,8.615e-26,8.7005e-26,9.554e-26,9.6571e-26,1.0027e-25,1.0223e-25,1.0396e-25,1.087e-25,1.1149e-25,1.123e-25,1.1257e-25,1.1265e-25,1.1549e-25,1.235e-25,1.2416e-25,1.2433e-25,1.2872e-25,1.3016e-25,1.305e-25,1.3679e-25,1.4284e-25,1.4979e-25,1.5375e-25,1.5694e-25,1.5814e-25,1.5993e-25,1.6061e-25,1.6082e-25,1.6235e-25,1.7102e-25,1.7507e-25,1.7619e-25,1.8118e-25,1.8175e-25,1.8249e-25,1.8411e-25,1.8942e-25,1.898e-25,1.9581e-25,2.003e-25,2.0473e-25,2.0702e-25,2.0824e-25,2.1906e-25,2.23e-25,2.2527e-25,2.2747e-25,2.2795e-25,2.3514e-25,2.3669e-25,2.3673e-25,2.4048e-25,2.4069e-25,2.4246e-25,2.4256e-25,2.4593e-25,2.4619e-25,2.4905e-25,2.5172e-25,2.5522e-25,2.6814e-25,2.7167e-25,2.7194e-25,2.727e-25,2.7579e-25,2.762e-25,2.7664e-25,2.7978e-25,2.8382e-25,2.8383e-25,2.8802e-25,2.8842e-25,2.9328e-25,2.9396e-25,2.95e-25,3.0006e-25,3.0262e-25,3.065e-25,3.0664e-25,3.0914e-25,3.0956e-25,3.1108e-25,3.1432e-25,3.1466e-25,3.1768e-25,3.2017e-25,3.2152e-25,3.2571e-25
0.015136,2.1686e-25,2.3635e-25,2.3673e-25,2.4127e-25,2.584e-25,2.605e-25,2.7128e-25,2.9152e-25,3.0594e-25,3.2259e-25,3.3133e-25,3.5549e-25,3.5902e-25,3.9424e-25,3.9849e-25,4.1374e-25,4.2185e-25,4.2897e-25,4.4852e-25,4.6006e-25,4.6337e-25,4.6449e-25,4.6484e-25,4.7654e-25,5.096e-25,5.1234e-25,5.1303e-25,5.3114e-25,5.3708e-25,5.3847e-25,5.6446e-25,5.8939e-25,6.1806e-25,6.3444e-25,6.4759e-25,6.5253e-25,6.5992e-25,6.6274e-25,6.6361e-25,6.6991e-25,7.0567e-25,7.224e-25,7.2701e-25,7.4762e-25,7.4994e-25,7.53e-25,7.597e-25,7.8159e-25,7.8317e-25,8.0796e-25,8.265e-25,8.4478e-25,8.5421e-25,8.5927e-25,9.039e-25,9.2014e-25,9.2953e-25,9.386e-25,9.4057e-25,9.7026e-25,9.7666e-25,9.7683e-25,9.923e-25,9.9314e-25,1.0005e-24,1.0009e-24,1.0148e-24,1.0158e-24,1.0276e-24,1.0387e-24,1.0531e-24,1.1064e-24,1.121e-24,1.1221e-24,1.1252e-24,1.138e-24,1.1397e-24,1.1415e-24,1.1545e-24,1.1711e-24,1.1711e-24,1.1885e-24,1.1901e-24,1.2101e-24,1.2129e-24,1.2172e-24,1.2381e-24,1.2487e-24,1.2647e-24,1.2653e-24,1.2756e-24,1.2773e-24,1.2836e-24,1.297e-24,1.2984e-24,1.3108e-24,1.3211e-24,1.3267e-24,1.344e-24
0.017378,8.7804e-25,9.5696e-25,9.5847e-25,9.7684e-25,1.0462e-24,1.0547e-24,1.0983e-24,1.1802e-24,1.2386e-24,1.306e-24,1.3414e-24,1.4391e-24,1.4534e-24,1.5959e-24,1.6132e-24,1.6749e-24,1.7077e-24,1.7365e-24,1.8156e-24,1.8623e-24,1.8758e-24,1.8803e-24,1.8817e-24,1.929e-24,2.0628e-24,2.0739e-24,2.0767e-24,2.15e-24,2.174e-24,2.1797e-24,2.2849e-24,2.3858e-24,2.5018e-24,2.5681e-24,2.6213e-24,2.6413e-24,2.6712e-24,2.6826e-24,2.6862e-24,2.7116e-24,2.8564e-24,2.9241e-24,2.9428e-24,3.0261e-24,3.0355e-24,3.0479e-24,3.0751e-24,3.1636e-24,3.1701e-24,3.2704e-24,3.3454e-24,3.4194e-24,3.4576e-24,3.478e-24,3.6587e-24,3.7244e-24,3.7624e-24,3.7991e-24,3.8071e-24,3.9272e-24,3.9531e-24,3.9538e-24,4.0164e-24,4.0198e-24,4.0494e-24,4.0511e-24,4.1074e-24,4.1116e-24,4.1595e-24,4.204e-24,4.2625e-24,4.4783e-24,4.5372e-24,4.5417e-24,4.5544e-24,4.6061e-24,4.6128e-24,4.6202e-24,4.6727e-24,4.7401e-24,4.7402e-24,4.8103e-24,4.8169e-24,4.8981e-24,4.9094e-24,4.9268e-24,5.0113e-24,5.054e-24,5.1188e-24,5.1212e-24,5.163e-24,5.1699e-24,5.1954e-24,5.2494e-24,5.2551e-24,5.3055e-24,5.3472e-24,5.3697e-24,5.4397e-24
0.019953,3.4932e-24,3.8066e-24,3.8127e-24,3.8856e-24,4.161e-24,4.1948e-24,4.3681e-24,4.6935e-24,4.9253e-24,5.1928e-24,5.3334e-24,5.7218e-24,5.7785e-24,6.3446e-24,6.413e-24,6.6581e-24,6.7885e-24,6.903e-24,7.2172e-24,7.4026e-24,7.456e-24,7.4739e-24,7.4795e-24,7.6675e-24,8.1991e-24,8.2432e-24,8.2542e-24,8.5452e-24,8.6407e-24,8.6631e-24,9.0808e-24,9.4817e-24,9.9426e-24,1.0206e-23,1.0417e-23,1.0497e-23,1.0615e-23,1.0661e-23,1.0675e-23,1.0776e-23,1.1351e-23,1.162e-23,1.1694e-23,1.2025e-23,1.2062e-23,1.2112e-23,1.2219e-23,1.2571e-23,1.2597e-23,1.2995e-23,1.3293e-23,1.3587e-23,1.3739e-23,1.382e-23,1.4537e-23,1.4798e-23,1.4949e-23,1.5095e-23,1.5127e-23,1.5604e-23,1.5707e-23,1.571e-23,1.5958e-23,1.5972e-23,1.6089e-23,1.6096e-23,1.632e-23,1.6337e-23,1.6527e-23,1.6704e-23,1.6936e-23,1.7793e-23,1.8027e-23,1.8045e-23,1.8095e-23,1.83e-23,1.8327e-23,1.8356e-23,1.8565e-23,1.8833e-23,1.8833e-23,1.9111e-23,1.9138e-23,1.946e-23,1.9505e-23,1.9574e-23,1.991e-23,2.0079e-23,2.0337e-23,2.0346e-23,2.0512e-23,2.054e-23,2.0641e-23,2.0856e-23,2.0878e-23,2.1078e-23,2.1244e-23,2.1333e-23,2.1611e-23
0.022909,1.3683e-23,1.4903e-23,1.4926e-23,1.521e-23,1.6283e-23,1.6414e-23,1.7089e-23,1.8356e-23,1.9258e-23,2.03e-23,2.0847e-23,2.2359e-23,2.258e-23,2.4784e-23,2.505e-23,2.6005e-23,2.6512e-23,2.6958e-23,2.8182e-23,2.8904e-23,2.9111e-23,2.9181e-23,2.9203e-23,2.9935e-23,3.2004e-23,3.2176e-23,3.2219e-23,3.3352e-23,3.3724e-23,3.3811e-23,3.5438e-23,3.6998e-23,3.8793e-23,3.9818e-23,4.064e-23,4.095e-23,4.1412e-23,4.1589e-23,4.1643e-23,4.2037e-23,4.4276e-23,4.5323e-23,4.5611e-23,4.6901e-23,4.7046e-23,4.7238e-23,4.7657e-23,4.9027e-23,4.9126e-23,5.0678e-23,5.1838e-23,5.2982e-23,5.3572e-23,5.3889e-23,5.6682e-23,5.7698e-23,5.8286e-23,5.8854e-23,5.8977e-23,6.0835e-23,6.1236e-23,6.1246e-23,6.2215e-23,6.2267e-23,6.2725e-23,6.2752e-23,6.3621e-23,6.3687e-23,6.4427e-23,6.5116e-23,6.6019e-23,6.9358e-23,7.0268e-23,7.0337e-23,7.0533e-23,7.1333e-23,7.1437e-23,7.1551e-23,7.2363e-23,7.3406e-23,7.3408e-23,7.4491e-23,7.4594e-23,7.5848e-23,7.6024e-23,7.6292e-23,7.76e-23,7.826e-23,7.9262e-23,7.9298e-23,7.9945e-23,8.0052e-23,8.0446e-23,8.1282e-23,8.137e-23,8.2149e-23,8.2794e-23,8.3141e-23,8.4224e-23
0.026303,5.325e-23,5.7902e-23,5.7991e-23,5.9074e-23,6.3161e-23,6.3662e-23,6.6234e-23,7.1064e-23,7.4503e-23,7.8474e-23,8.0561e-23,8.6325e-23,8.7167e-23,9.5568e-23,9.6583e-23,1.0022e-22,1.0216e-22,1.0386e-22,1.0852e-22,1.1127e-22,1.1206e-22,1.1233e-22,1.1241e-22,1.152e-22,1.2309e-22,1.2375e-22,1.2391e-22,1.2823e-22,1.2965e-22,1.2998e-22,1.3618e-22,1.4213e-22,1.4897e-22,1.5287e-22,1.5601e-22,1.5719e-22,1.5895e-22,1.5963e-22,1.5983e-22,1.6134e-22,1.6987e-22,1.7386e-22,1.7496e-22,1.7987e-22,1.8043e-22,1.8116e-22,1.8276e-22,1.8798e-22,1.8836e-22,1.9427e-22,1.9869e-22,2.0306e-22,2.0531e-22,2.0651e-22,2.1716e-22,2.2103e-22,2.2328e-22,2.2544e-22,2.2591e-22,2.3299e-22,2.3452e-22,2.3456e-22,2.3825e-22,2.3845e-22,2.4019e-22,2.403e-22,2.4361e-22,2.4386e-22,2.4668e-22,2.4931e-22,2.5275e-22,2.6548e-22,2.6895e-22,2.6921e-22,2.6996e-22,2.7301e-22,2.7341e-22,2.7384e-22,2.7693e-22,2.8091e-22,2.8092e-22,2.8505e-22,2.8544e-22,2.9022e-22,2.9089e-22,2.9191e-22,2.969e-22,2.9941e-22,3.0323e-22,3.0337e-22,3.0583e-22,3.0624e-22,3.0774e-22,3.1093e-22,3.1127e-22,3.1424e-22,3.1669e-22,3.1802e-22,3.2215e-22
0.0302,2.1149e-22,2.2877e-22,2.291e-22,2.3312e-22,2.483e-22,2.5016e-22,2.5972e-22,2.7765e-22,2.9043e-22,3.0518e-22,3.1293e-22,3.3434e-22,3.3746e-22,3.6867e-22,3.7244e-22,3.8595e-22,3.9314e-22,3.9945e-22,4.1677e-22,4.2699e-22,4.2993e-22,4.3092e-22,4.3123e-22,4.4159e-22,4.7089e-22,4.7332e-22,4.7393e-22,4.8997e-22,4.9524e-22,4.9647e-22,5.195e-22,5.4159e-22,5.67e-22,5.8151e-22,5.9316e-22,5.9754e-22,6.0409e-22,6.0659e-22,6.0736e-22,6.1294e-22,6.4463e-22,6.5946e-22,6.6354e-22,6.818e-22,6.8386e-22,6.8657e-22,6.9251e-22,7.119e-22,7.1331e-22,7.3527e-22,7.517e-22,7.679e-22,7.7625e-22,7.8073e-22,8.2029e-22,8.3467e-22,8.43e-22,8.5103e-22,8.5278e-22,8.7909e-22,8.8475e-22,8.849e-22,8.9861e-22,8.9936e-22,9.0584e-22,9.0622e-22,9.1853e-22,9.1946e-22,9.2994e-22,9.3969e-22,9.5248e-22,9.9975e-22,1.0126e-21,1.0136e-21,1.0164e-21,1.0277e-21,1.0292e-21,1.0308e-21,1.0423e-21,1.0571e-21,1.0571e-21,1.0724e-21,1.0739e-21,1.0916e-21,1.0941e-21,1.0979e-21,1.1164e-21,1.1258e-21,1.14e-21,1.1405e-21,1.1496e-21,1.1512e-21,1.1567e-21,1.1686e-21,1.1698e-21,1.1808e-21,1.19e-21,1.1949e-21,1.2102e-21
0.034674,9.1586e-22,9.7743e-22,9.7861e-22,9.9294e-22,1.047e-21,1.0537e-21,1.0877e-21,1.1516e-21,1.1972e-21,1.2497e-21,1.2773e-21,1.3536e-21,1.3648e-21,1.476e-21,1.4894e-21,1.5375e-21,1.5632e-21,1.5856e-21,1.6474e-21,1.6838e-21,1.6943e-21,1.6978e-21,1.6989e-21,1.7358e-21,1.8402e-21,1.8489e-21,1.8511e-21,1.9082e-21,1.927e-21,1.9314e-21,2.0134e-21,2.0922e-21,2.1827e-21,2.2344e-21,2.2759e-21,2.2916e-21,2.3149e-21,2.3238e-21,2.3265e-21,2.3464e-21,2.4593e-21,2.5122e-21,2.5267e-21,2.5918e-21,2.5991e-21,2.6088e-21,2.6299e-21,2.6991e-21,2.7041e-21,2.7823e-21,2.8409e-21,2.8986e-21,2.9284e-21,2.9443e-21,3.0853e-21,3.1366e-21,3.1662e-21,3.1948e-21,3.2011e-21,3.2948e-21,3.315e-21,3.3155e-21,3.3644e-21,3.367e-21,3.3901e-21,3.3915e-21,3.4354e-21,3.4387e-21,3.476e-21,3.5108e-21,3.5564e-21,3.7248e-21,3.7707e-21,3.7742e-21,3.7841e-21,3.8245e-21,3.8297e-21,3.8354e-21,3.8764e-21,3.929e-21,3.9291e-21,3.9838e-21,3.989e-21,4.0523e-21,4.0611e-21,4.0746e-21,4.1406e-21,4.1739e-21,4.2245e-21,4.2263e-21,4.2589e-21,4.2643e-21,4.2842e-21,4.3264e-21,4.3308e-21,4.3701e-21,4.4027e-21,4.4202e-21,4.4748e-21
